Price,Close,High,Low,Open,Volume
Ticker,XLK,XLK,XLK,XLK,XLK
Date,,,,,
2015-02-12,37.35360336303711,37.380044195387015,37.08036910045892,37.13325412742123,6769200
2015-02-13,37.59157180786133,37.61801263378727,37.37122262578069,37.44173261567042,4315800
2015-02-17,37.60919189453125,37.67089275077362,37.51224109131896,37.62682023027746,5340300
2015-02-18,37.64445114135742,37.67970781526183,37.50342780800129,37.60919446745302,3749800
2015-02-19,37.77667236328125,37.811929046869416,37.54750728222058,37.61802064939691,3125400
2015-02-20,37.9705810546875,38.023462718216706,37.58276425674036,37.77667265571393,6933500
2015-02-23,37.99701690673828,38.02345773503767,37.80310853317745,38.01464524635853,4047000
2015-02-24,38.11159896850586,38.164480624459934,37.776667244328245,37.970575615525064,4655500
2015-02-25,37.87361526489258,38.04989190572795,37.7942894316121,38.005822745519104,5867400
2015-02-26,38.11159896850586,38.164480624459934,37.88243391849836,37.98820059266846,7559400
2015-02-27,37.979393005371094,38.18211389130092,37.9441363220105,38.10278803487078,6056000
2015-03-02,38.279075622558594,38.305516459151285,37.98821297098685,38.111611387033165,6844500
2015-03-03,38.02345275878906,38.2438019318115,37.85598859770617,38.2438019318115,8612100
2015-03-04,37.87361526489258,37.94412524877444,37.67089443812278,37.926496912238626,5882700
2015-03-05,37.829559326171875,37.96177022701852,37.69735178758811,37.96177022701852,7704300
2015-03-06,37.36241149902344,37.86480742869974,37.30071398922193,37.81192577016252,8076700
2015-03-09,37.538692474365234,37.69734417845252,37.38004077027796,37.43292579239445,6249300
2015-03-10,36.771873474121094,37.33596685597815,36.771873474121094,37.32715100561439,8797900
2015-03-11,36.53389358520508,36.86000942007386,36.507449398085974,36.86000942007386,11520200
2015-03-12,36.771873474121094,36.79831430068884,36.3928726027618,36.42812927969331,12334900
2015-03-13,36.56915283203125,36.80712699701074,36.36642861965914,36.718988666445135,15187700
2015-03-16,37.001033782958984,37.027474608550094,36.64847711345146,36.76305626585404,8639400
2015-03-17,37.009857177734375,37.115623863921805,36.851205467322075,36.912902981119935,9533700
2015-03-18,37.51224899291992,37.644456495472895,36.81594471445028,36.965780556462704,15855400
2015-03-19,37.4064826965332,37.59157859823471,37.38004186583112,37.45936772019968,8992400
2015-03-20,37.64810562133789,37.83395582214795,37.56845505298708,37.63040511992377,19296100
2015-03-23,37.64810562133789,37.83395582214795,37.63925368261811,37.65695418403222,3753100
2015-03-24,37.52418518066406,37.78083387221569,37.52418518066406,37.674634297227996,7117400
2015-03-25,36.55952453613281,37.55072828993268,36.55952453613281,37.47992633379257,8174300
2015-03-26,36.58609390258789,36.77194407664729,36.232090677310495,36.35599416937506,9002400
2015-03-27,36.61262512207031,36.7099761303851,36.41792648146405,36.59492463182914,7909300
2015-03-30,37.05513000488281,37.08168243023026,36.816178432897175,36.88698039912562,6605400
2015-03-31,36.674591064453125,37.01089377292376,36.674591064453125,36.940095157260075,7963600
2015-04-01,36.621482849121094,36.74538292438833,36.36483076405391,36.70998193830516,10427800
2015-04-02,36.61262512207031,36.76307760110861,36.54182653712894,36.683427083035,5469300
2015-04-06,36.966636657714844,37.037435258902626,36.320583807764905,36.35598479637084,7344700
2015-04-07,36.88698196411133,37.18788358130127,36.87813002994543,36.96663249148583,4684300
2015-04-08,37.00205612182617,37.11710432820408,36.81620252685845,36.88700453942249,7203500
2015-04-09,37.09939193725586,37.161345366410465,36.80734216907551,37.002044265212206,7290100
2015-04-10,37.24099349975586,37.276391116372,37.01974235978875,37.13479052183403,4316300
2015-04-13,37.134788513183594,37.47109117302958,37.125939953514305,37.31179009078802,3887200
2015-04-14,37.01974105834961,37.196739263281295,36.842739477393565,37.15248971204837,5851300
2015-04-15,37.34718322753906,37.426833751909626,37.08168260497837,37.117080212235834,12583100
2015-04-16,37.21443557739258,37.329487098489935,37.10823599116177,37.19673508368344,9114300
2015-04-17,36.70114517211914,36.98434639973122,36.586093618393946,36.90469584346376,10159400
2015-04-20,37.329498291015625,37.373747850543836,36.85159494565099,36.86929544466727,4845800
2015-04-21,37.3117790222168,37.5595791317383,37.267529484948426,37.550730574693944,5001400
2015-04-22,37.692344665527344,37.72774565847384,37.249842381769575,37.37374248105783,6095100
2015-04-23,37.84278106689453,37.99323354819606,37.51533043256537,37.60383288510255,5899800
2015-04-24,38.17024612426758,38.214495675330944,37.95784355272933,38.14369369281008,6228800
2015-04-27,38.27644348144531,38.43574455676794,38.196792943784,38.31184447063349,9250700
2015-04-28,38.40033721923828,38.541937776557425,38.01093653061652,38.31183813692266,9149800
2015-04-29,38.21449279785156,38.44459247166961,37.975541188872775,38.21449279785156,8571100
2015-04-30,37.68347930908203,38.134829951888875,37.533026844131086,38.01977846410556,8652600
2015-05-01,38.14369583129883,38.1613963279214,37.80739652354347,37.913596127254394,10548400
2015-05-04,38.179080963134766,38.373782969070085,38.16138047386582,38.23218243094162,7698800
2015-05-05,37.58614730834961,38.14369778845839,37.55959487404107,38.08174773511297,8104900
2015-05-06,37.26753616333008,37.7985374577531,37.0462850613165,37.72773886064118,9873900
2015-05-07,37.5418815612793,37.674633559431896,37.24983189177655,37.3294824154634,5640300
2015-05-08,38.08174514770508,38.10829758020955,37.860494007639815,37.92244405677613,9819200
2015-05-11,37.887046813964844,38.099446019949475,37.851645820959234,38.055196466704714,6046500
2015-05-12,37.68347930908203,37.8516288865938,37.356025334315916,37.68347930908203,7650500
2015-05-13,37.84278106689453,38.06403213420244,37.76313054762275,37.84278106689453,9306500
2015-05-14,38.453433990478516,38.47113447998117,38.1082828852347,38.14368048821684,6976200
2015-05-15,38.32953643798828,38.568487997812255,38.24103398470715,38.5330870164998,8468200
2015-05-18,38.515380859375,38.58617943556047,38.22332787054984,38.27642933470611,3393300
2015-05-19,38.41804122924805,38.60389134474524,38.37379168403784,38.55964179953504,4565400
2015-05-20,38.44459533691406,38.64814597246851,38.30299474800556,38.44459533691406,11010900
2015-05-21,38.61273956298828,38.65698910393954,38.34723894125716,38.391488482208416,3713100
2015-05-22,38.58620071411133,38.6835517640711,38.488853040176316,38.488853040176316,3968500
2015-05-26,38.02863311767578,38.49768428263098,37.913581621659574,38.471135235866946,7924400
2015-05-27,38.745487213134766,38.77203963785778,38.14368401843995,38.17023644316296,12587100
2015-05-28,38.66584396362305,38.73664594150348,38.550795813603514,38.62159441545983,4664800
2015-05-29,38.38264846801758,38.68355016636323,38.2852974220786,38.66584966928118,7738400
2015-06-01,38.48884963989258,38.621598297726194,38.249898004562716,38.60389780147682,6936300
2015-06-02,38.40919494628906,38.586193137616696,38.161391401587004,38.34724490411957,5637800
2015-06-03,38.48884963989258,38.70124884283615,38.418047654895084,38.4711491436432,5657300
2015-06-04,38.13484191894531,38.497693608722194,38.04634282427742,38.27644249602839,8347300
2015-06-05,38.010955810546875,38.17025694033464,37.842802742423515,38.09060637544076,7727500
2015-06-08,37.58614730834961,38.010949121014505,37.515345318226444,38.00209718423675,8379500
2015-06-09,37.49763488769531,37.63923545440742,37.24983473995508,37.524187314970206,7706700
2015-06-10,38.08174514770508,38.16139569316955,37.58614475461456,37.58614475461456,8964800
2015-06-11,38.09944152832031,38.31184408528883,38.04634342109627,38.2144930540126,5644700
2015-06-12,37.76312255859375,37.97552502372453,37.72772496109083,37.913575008066104,6158800
2015-06-15,37.53303909301758,37.586140576098664,37.24983793529996,37.51533859865721,9179100
2015-06-16,37.78084182739258,37.82509475431038,37.45339109955169,37.515341146007415,9173300
2015-06-17,37.79853820800781,37.94899071589577,37.57728710160268,37.807390142837434,11023900
2015-06-18,38.13484191894531,38.196791960417656,37.77199022916844,37.7808387882256,8963200
2015-06-19,37.817481994628906,38.14640601069485,37.817481994628906,38.0575087278275,13434800
2015-06-22,38.12861251831055,38.24418165852202,38.039715266586505,38.13750427821062,5438000
2015-06-23,38.15529251098633,38.217524675397755,38.06639523247937,38.20863291281878,3993300
2015-06-24,37.97749710083008,38.28864095982855,37.97749710083008,38.06639437734,4846800
2015-06-25,37.88859176635742,38.20862734831624,37.8797033962867,38.18195884689077,4913800
2015-06-26,37.56855773925781,37.90637346655264,37.46188033792756,37.86192483193282,10174300
2015-06-29,36.768470764160156,37.390761799150795,36.75957900284144,37.168515243169374,13107400
2015-06-30,36.804019927978516,37.061823277848795,36.7062309302429,37.04404315178666,11382900
2015-07-01,37.05294418334961,37.21296196674286,36.892926399956366,37.13295307504623,8149500
2015-07-02,37.106292724609375,37.23075027431383,36.96405504048802,37.1596297366462,5160700
2015-07-06,36.95515060424805,37.12405673646303,36.75068421539431,36.84847322554452,7509000
2015-07-07,37.00849914550781,37.06183615100815,36.315087553082094,37.02627927774575,19659900
2015-07-08,36.40398406982422,36.78624839138696,36.38620393961048,36.70623950103166,16160000
2015-07-09,36.26174545288086,36.91959329719095,36.26174545288086,36.82180427922818,8993800
2015-07-10,36.839595794677734,36.96405674132292,36.635129326295996,36.72403000247113,6748300
2015-07-13,37.399658203125,37.42632671038321,37.06184241592687,37.070734179155636,7071500
2015-07-14,37.5418815612793,37.63967057217797,37.390755556226985,37.40853568468245,6126400
2015-07-15,37.55078887939453,37.66635467541787,37.444108064461076,37.52411698005409,6538500
2015-07-16,38.03083038330078,38.04861051510309,37.77302695020076,37.84414408619661,5206600
2015-07-17,38.61756134033203,38.61756134033203,38.30641751043597,38.35975790608104,7775000
2015-07-20,38.822025299072266,38.94648621432198,38.61755888226753,38.75090816728562,9309500
2015-07-21,38.56422805786133,38.76869450741439,38.52866779066591,38.62645682984644,5975200
2015-07-22,37.94192886352539,38.128615139708494,37.78191108645044,37.8085795855586,8591300
2015-07-23,37.86192321777344,38.199738930666236,37.77302595232374,38.04860950994579,6322600
2015-07-24,37.65745162963867,38.10194467835261,37.63078313190394,38.048604291670316,9746100
2015-07-27,37.319644927978516,37.59523190521911,37.26630452848283,37.35520519430898,8653600
2015-07-28,37.65745162963867,37.728568754002225,37.221846949765364,37.47965373191053,7887500
2015-07-29,37.9063835144043,37.986392434413325,37.52411905116275,37.657468381582575,8376300
2015-07-30,37.97749710083008,38.039725872629774,37.56856081172874,37.74635875596231,6808200
2015-07-31,37.85302734375,38.084162222827146,37.781906832518494,38.02193347110589,10912000
2015-08-03,37.6485595703125,37.89747798163835,37.41742467895222,37.835249226610095,9198300
2015-08-04,37.42631149291992,37.64855800627743,37.292965619633016,37.61300114146186,7382700
2015-08-05,37.79079818725586,38.05749673423739,37.58633178812614,37.66634067397802,10392800
2015-08-06,37.41743469238281,37.941936761708554,37.28408538665736,37.79080732247213,6509900
2015-08-07,37.44409942626953,37.49743982143086,37.18629599435654,37.328533656906714,7912500
2015-08-10,38.03083038330078,38.07528240841325,37.61300915519335,37.61300915519335,5572000
2015-08-11,37.46187973022461,37.97749337884792,37.35520233062486,37.92415298344135,27344500
2015-08-12,37.63078689575195,37.70190402722868,36.839586341286136,37.18629380257962,10035700
2015-08-13,37.52410888671875,37.77302734332835,37.452991749982736,37.65745818101723,6643900
2015-08-14,37.71078872680664,37.746348984690734,37.39964494835293,37.426313446159575,5953000
2015-08-17,37.924163818359375,37.93305219119318,37.44411029618935,37.56856786314876,5591700
2015-08-18,37.728572845458984,37.888590631646075,37.68412421400995,37.835253630392515,4691900
2015-08-19,37.47964859008789,37.7996840838504,37.2662904638421,37.61299784289306,9227600
2015-08-20,36.563995361328125,37.23962323347762,36.563995361328125,37.07960548116623,13726900
2015-08-21,35.16829299926758,36.44843182294405,35.16829299926758,36.172844898080236,23666400
2015-08-24,33.78147888183594,35.21274734547631,27.84305021762664,32.90138096620151,36103900
2015-08-25,33.5147705078125,35.15050476776892,33.479210256436616,35.08827602346722,18605400
2015-08-26,35.203857421875,35.25719782267915,33.888158056296064,34.18152517389832,34388400
2015-08-27,36.021724700927734,36.03061307165013,35.23052744930561,35.683908962846154,20105500
2015-08-28,36.09284210205078,36.15507087119945,35.78169825630745,35.86170715824339,13836100
2015-08-31,35.763919830322266,36.15507259666896,35.67502255335693,35.79948009759389,11050300
2015-09-01,34.617122650146484,35.31053421706953,34.448216486918405,35.00827876256804,21289000
2015-09-02,35.45277786254883,35.488334740505096,34.79492644775606,35.13274222244499,12685100
2015-09-03,35.479434967041016,35.93281638401215,35.37275758502654,35.648341104498336,11031100
2015-09-04,34.937164306640625,35.18608280085357,34.76825811406472,35.00828484533402,13780500
2015-09-08,35.91504669189453,35.94171519482657,35.515002191846534,35.60389946242898,9454600
2015-09-09,35.443885803222656,36.323983806147716,35.363876893865836,36.146185852997675,9652300
2015-09-10,35.79948043823242,36.00394689016921,35.37276740055385,35.390547534358845,14024400
2015-09-11,35.9683837890625,35.9683837890625,35.541670784999276,35.550562546808194,6859700
2015-09-14,35.87948226928711,36.15506581088483,35.79058161779341,36.11950894150045,7445400
2015-09-15,36.341766357421875,36.43955540771836,35.897273140593576,35.99506219089006,8806000
2015-09-16,36.49287796020508,36.5284382173492,36.25285131130142,36.29730332833796,7718100
2015-09-17,36.24396514892578,36.80402736379403,36.11950763255795,36.341754166418504,16782600
2015-09-18,35.773353576660156,36.14840955479719,35.69298395184465,35.81800261122366,18115100
2015-09-21,36.130558013916016,36.237719810636754,35.8001509902866,35.835871589193516,6960600
2015-09-22,35.52332305908203,35.6929942082828,35.300074415610666,35.55011521272129,12288200
2015-09-23,35.61262893676758,35.74657609540863,35.41616901628878,35.648346135169234,5678200
2015-09-24,35.61262893676758,35.71085889700698,35.023252581835564,35.21078064783566,11028200
2015-09-25,35.55012130737305,35.987686815950184,35.38938198399647,35.94303776090214,10828900
2015-09-28,34.737491607666016,35.451886612639015,34.71963130672868,35.39830570982701,12583300
2015-09-29,34.585670471191406,35.05895638256627,34.33563314540893,34.82677935241155,13103400
2015-09-30,35.27328872680664,35.32686963222687,34.90716105602907,35.00539101271402,12466800
2015-10-01,35.2911376953125,35.398296065236146,34.8178517721885,35.273277399241366,13518000
2015-10-02,35.791229248046875,35.791229248046875,34.755352124733925,34.88037424432664,14917000
2015-10-05,36.49668502807617,36.58598652385486,35.943029380263354,36.014470576886296,8568900
2015-10-06,36.541316986083984,36.621686591452296,36.362720891045214,36.37164933319629,9857900
2015-10-07,36.71100616455078,36.86281360156021,36.27343734013424,36.73779491072801,15218900
2015-10-08,36.880672454833984,36.95211365051002,36.38952615732421,36.56812574001059,15374800
2015-10-09,37.04140853881836,37.0681972816309,36.83602022874757,36.98782764668986,11376500
2015-10-12,37.086063385009766,37.14857273236078,36.92532408996317,37.121783985354334,6343700
2015-10-13,37.005699157714844,37.22894783281171,36.88068044470131,36.889612299347675,8951800
2015-10-14,36.93425369262695,37.157502321420395,36.83602375091724,36.89853309445911,12756100
2015-10-15,37.40753936767578,37.42539966660314,37.06820050106333,37.0860607999907,8421900
2015-10-16,37.47897720336914,37.5057659461067,37.25572859654707,37.5057659461067,7486300
2015-10-19,37.62186050415039,37.62186050415039,37.29145007535511,37.398611871641904,7092100
2015-10-20,37.52363204956055,37.63079044359508,37.371821202049695,37.470051149291315,5928900
2015-10-21,37.23786926269531,37.702226785680175,37.19322022147635,37.60399685109637,9417200
2015-10-22,38.07729721069336,38.157666877863875,37.50578109148296,37.50578109148296,14236000
2015-10-23,39.139949798583984,39.291757225469745,38.89884087955635,39.023859562051356,16691700
2015-10-26,38.98814010620117,39.10423034613123,38.845261121096364,39.10423034613123,8288100
2015-10-27,38.764892578125,39.00600151104469,38.72024353273331,38.898843120803875,7679000
2015-10-28,39.34532928466797,39.34532928466797,38.827390966073395,38.94348117653474,14779600
2015-10-29,39.23817443847656,39.2917553311785,38.997065531073005,39.113155762008816,7609000
2015-10-30,38.979217529296875,39.30962459338353,38.97028567522457,39.30069273931122,9339500
2015-11-02,39.327476501464844,39.34533679929336,38.95241706007304,39.05064699487812,13743300
2015-11-03,39.53287887573242,39.675757902668806,39.131030547941116,39.20247176466167,6879000
2015-11-04,39.577518463134766,39.684676856070865,39.479288516900056,39.622167509649486,7298600
2015-11-05,39.46142578125,39.80969649817724,39.381056139882745,39.61323661783423,6728800
2015-11-06,39.595367431640625,39.61322772643603,39.27388893832914,39.416767890189476,6868900
2015-11-09,39.21138000488281,39.47927761650736,39.023852017395924,39.47927761650736,10146200
2015-11-10,38.95241928100586,38.99706832487113,38.79167999788793,38.988139878699556,17273300
2015-11-11,38.93456268310547,39.238180979355086,38.872053334451486,39.04172448637287,8201100
2015-11-12,38.59521484375,38.934550226014544,38.58628299308345,38.7470222400521,8034000
2015-11-13,37.836177825927734,38.514855586121435,37.82724937936111,38.46127468721019,15044900
2015-11-16,38.4166259765625,38.425554423207025,37.755808510240115,37.77366881003303,9079200
2015-11-17,38.42555236816406,38.72024218923101,38.34518272664614,38.49699356351496,9394400
2015-11-18,39.0059928894043,39.04171348042372,38.559495721170734,38.60414475669348,10166800
2015-11-19,39.18460464477539,39.37213269629144,39.03279378890232,39.04172564269114,9367500
2015-11-20,39.470367431640625,39.488227734878336,39.300696254134635,39.34534871548118,7288200
2015-11-23,39.23817443847656,39.51500394101474,39.095295464441506,39.49714364344743,7227100
2015-11-24,39.247100830078125,39.37211948915208,38.8541811512709,38.943482626682986,11303400
2015-11-25,39.122093200683594,39.264972195121786,39.113161347372746,39.25604034181094,6576600
2015-11-27,39.21138000488281,39.28282118478426,39.104221641533584,39.16673097069588,3800700
2015-11-30,39.256038665771484,39.381057354754226,39.12209153036302,39.264970518700984,17025600
2015-12-01,39.60429763793945,39.61322948898603,39.336400017094356,39.416769643998194,7779000
2015-12-02,39.35426712036133,39.80076436784126,39.30961807691406,39.64895693881984,9697100
2015-12-03,38.84526443481445,39.577519721755,38.65773638958665,39.4614294719218,11854300
2015-12-04,39.80076217651367,39.87220336729885,38.88097898742707,38.96134862380866,12840200
2015-12-07,39.60429763793945,39.79182903838378,39.416769643998194,39.756108447203616,12814900
2015-12-08,39.50607681274414,39.61323519521758,39.14887766249459,39.264967897301226,11378300
2015-12-09,38.92563247680664,39.631098987164805,38.738104439320196,39.33640915125423,16253900
2015-12-10,39.03278350830078,39.32747328864159,38.916696691654295,39.03278350830078,9073400
2015-12-11,38.22016143798828,38.702379254250424,38.193372694808204,38.60414932058553,16960300
2015-12-14,38.51485824584961,38.523786693032804,37.81832013791786,38.21123994405989,21034200
2015-12-15,38.684513092041016,38.952410702738774,38.63093220730029,38.80953174993311,17021900
2015-12-16,39.21138000488281,39.28282118478426,38.532705828333754,38.9256220982829,18173800
2015-12-17,38.59521484375,39.372118933096516,38.58628299308345,39.372118933096516,12108600
2015-12-18,37.846717834472656,38.56470434339529,37.783894528483934,38.48393103232217,22813900
2015-12-21,38.23264694213867,38.259573670415975,37.90955701534177,38.160850321833095,11163300
2015-12-22,38.5108528137207,38.573676117238925,38.196736296129586,38.37622949268836,9482600
2015-12-23,38.833961486816406,38.869861509848356,38.591641466772685,38.71728812376988,8045300
2015-12-24,38.816001892089844,38.914725219246776,38.77112858618591,38.86087519799378,2432800
2015-12-28,38.78907012939453,38.8159934223394,38.45700020621359,38.67239682061169,7177200
2015-12-29,39.31859588623047,39.41731579998395,38.9416525457008,39.02242587412757,6809200
2015-12-30,38.98652267456055,39.300642669969,38.98652267456055,39.300642669969,7196500
2015-12-31,38.43907165527344,38.87883495649074,38.43907165527344,38.85191165091836,8834500
2016-01-04,37.93647766113281,37.94545095418665,37.3441410347654,37.7480076944737,21638600
2016-01-05,37.83774185180664,38.14288506930561,37.66722195105636,38.05313847388192,16067200
2016-01-06,37.37105941772461,37.62235267352123,37.14668946115939,37.28131280454406,13858400
2016-01-07,36.26715850830078,37.08386498771785,36.24920850150314,36.60820179022847,16840700
2016-01-08,35.9799690246582,36.70692897003152,35.93509571475928,36.5812789092548,19233100
2016-01-11,36.21331787109375,36.374864550516925,35.76457785572151,36.2312678825424,19135100
2016-01-12,36.644100189208984,36.724870080818874,36.17741030387487,36.59922346238538,15841600
2016-01-13,35.656864166259766,36.91333697813966,35.59404086802707,36.91333697813966,21962300
2016-01-14,36.32999038696289,36.60821042251049,35.378660344045045,35.80945376154279,19795600
2016-01-15,35.306854248046875,35.64789751886558,34.876064369777076,35.145307615744,20177800
2016-01-19,35.3427619934082,35.78252525919711,35.02864195137318,35.71970193551298,19658800
2016-01-20,35.06452941894531,35.41454593234472,34.131149767471456,34.741436199311046,29631800
2016-01-21,35.26198959350586,35.77355291340514,34.82222289245526,35.26198959350586,22135700
2016-01-22,36.240238189697266,36.24921148202703,35.88124487145438,35.93509489627502,11248200
2016-01-25,35.81841278076172,36.35689920261245,35.75558947899957,36.04278269380172,10480600
2016-01-26,36.168426513671875,36.249199813094194,35.737636724623805,35.96200662039548,11473700
2016-01-27,35.42353439331055,36.087667632923086,35.26198772992063,35.872274364146044,18022400
2016-01-28,35.88124465942383,36.01586800887289,35.45045473424641,35.944067976202994,17566800
2016-01-29,37.01206970214844,37.03899300149678,36.10561315646406,36.17741318621143,16113300
2016-02-01,37.14668273925781,37.31720606650308,36.832566226353194,36.85948952071267,14797300
2016-02-02,36.48255157470703,37.047961326908705,36.36587825381523,37.03898803620013,13951200
2016-02-03,36.437679290771484,36.73384927444778,35.87226946966661,36.71589926722978,21506200
2016-02-04,36.47358703613281,36.71590704951715,36.0876703581816,36.36589039361129,18202900
2016-02-05,35.45045852661133,36.39281180272243,35.306861869524056,36.32998847922265,23777400
2016-02-08,34.93888473510742,35.037608049151515,34.33757156029943,34.85811142576346,24821400
2016-02-09,34.777339935302734,35.270953107726264,34.463223395655085,34.51706998895839,24755300
2016-02-10,34.8311882019043,35.47737125436695,34.81323819716737,35.07350813043279,16975000
2016-02-11,34.7593879699707,34.983757892387466,34.328598129764124,34.40039814827188,24627300
2016-02-12,35.2440299987793,35.27095329557434,34.84016342878601,35.037610068252405,10893400
2016-02-16,35.872276306152344,35.88124959966456,35.44148632166244,35.63892959146127,10293300
2016-02-17,36.60820007324219,36.67999667345163,36.03381357711234,36.078686880194944,11128700
2016-02-18,36.46461486816406,36.77873151172197,36.39281482185674,36.73385819458722,11578400
2016-02-19,36.491539001464844,36.59923564975408,36.24024568091839,36.32999231722363,8579300
2016-02-22,36.976165771484375,37.03001236447867,36.76974584324141,36.823592436235714,6590700
2016-02-23,36.392822265625,36.85951239123519,36.32102562824708,36.82361236073856,8189500
2016-02-24,36.67102813720703,36.74282474672594,35.809448281296035,35.99791823284894,10144400
2016-02-25,37.12873077392578,37.14668077708834,36.50947107107596,36.796664274450926,9403400
2016-02-26,37.0300178527832,37.371061161285716,36.94924452770666,37.33516114489303,9772600
2016-02-29,36.76975631713867,37.34414296344902,36.76975631713867,36.99412631482956,13601900
2016-03-01,37.86466979980469,37.86466979980469,37.0300133500435,37.08386336808452,12304200
2016-03-02,37.97237777709961,37.97237777709961,37.667234458279275,37.73005778065867,8748100
2016-03-03,37.97237777709961,37.999301079943834,37.67620775135592,37.99032778686719,7883900
2016-03-04,38.07108688354492,38.25956022077263,37.82877037953404,37.98134028380855,7885900
2016-03-07,37.83774185180664,38.00826175255691,37.55952192821214,37.85569185561401,15813500
2016-03-08,37.604400634765625,37.91851715894468,37.46977731090983,37.61337392533645,11700500
2016-03-09,37.92749786376953,37.93647457970851,37.658254587038286,37.658254587038286,12160600
2016-03-10,37.891605377197266,38.259572027450055,37.42491538260103,38.08904864226978,12928400
2016-03-11,38.47496032714844,38.48393704289936,38.178793756032746,38.268540371858364,8820100
2016-03-14,38.51983642578125,38.59163646253473,38.340343181125924,38.3582931903143,10060900
2016-03-15,38.66343688964844,38.69933348477341,38.34931686110178,38.367266870471376,6321100
2016-03-16,39.11216354370117,39.17498684330973,38.47495041056524,38.4839271240025,14756900
2016-03-17,39.255767822265625,39.381414446051735,38.99549785950085,39.0403711646225,9367100
2016-03-18,39.31890869140625,39.436171827655734,39.14752675451906,39.4091089864162,9414400
2016-03-21,39.45421600341797,39.47225331125085,39.21067105662219,39.22871180537606,8003500
2016-03-22,39.463226318359375,39.61656748898327,39.27380365785211,39.27380365785211,13112900
2016-03-23,39.237728118896484,39.45421365010933,39.15654647480676,39.40911006045443,10675100
2016-03-24,39.34596633911133,39.34596633911133,39.01222113333591,39.066343372483495,6743200
2016-03-28,39.24673843383789,39.4361645237486,39.174578899378616,39.38204229221411,6408000
2016-03-29,39.86012268066406,39.88718552552738,39.12949124685653,39.174591400400516,10081500
2016-03-30,40.09465026855469,40.293091638687315,40.00444651765689,40.067587422824715,10988300
2016-03-31,40.013465881347656,40.21191067885302,39.94130288555624,40.04052528430892,14594900
2016-04-01,40.32014846801758,40.338189215505174,39.69775472291812,39.73383621789331,9654900
2016-04-04,40.16680908203125,40.34721313955358,40.08562742819226,40.257012831253014,7646200
2016-04-05,39.7789421081543,40.004446322919165,39.69776045320209,39.90522735879647,10726100
2016-04-06,40.16680908203125,40.16680908203125,39.64364110022981,39.78796365806343,11138500
2016-04-07,39.58951950073242,39.95934627631099,39.436178285919446,39.87816462113905,10630900
2016-04-08,39.58951950073242,39.950327621701334,39.45421903606002,39.7969829659671,8762800
2016-04-11,39.48127365112305,39.99542292453069,39.48127365112305,39.76090008299702,8138600
2016-04-12,39.75187683105469,39.78795832590796,39.28282772072439,39.55343205028244,9592000
2016-04-13,40.15779113769531,40.22093204280649,39.94130557665608,39.98640917252514,7876600
2016-04-14,40.14875411987305,40.27503932407964,40.01345370531738,40.10365398168783,6502700
